sms_text,account_no,reference_id,amount,txn_type,date,merchant,category,bank
INR 35628.00 spent using UPI at ISKCON Ref No 413744786314 on 10Feb26. Avl Bal XXXX,NaN,413744786314,35628.00,Debit,10Feb26,ISKCON,Donation,NaN
Transaction successful. Rs.30781.00 transferred to ZEPTO MARKETPLAC Ref No 721564458547,NaN,721564458547,30781.00,Debit,NaN,ZEPTO MARKETPLAC,Groceries,NaN
"Dear KOTAK User, your A/c X9183-credited by Rs.41025.39 on 06Nov26 transfer from CRED PAYMENTS Ref No 552291489914 -ICICI",X9183,552291489914,41025.39,Credit,06Nov26,NaN,Miscellaneous,ICICI
A/c XX5315 debited by Rs.17272.00 for MYNTRA DESIGNS on 26Jan26 UTR 947222452849,XX5315,947222452849,17272.00,Debit,26Jan26,MYNTRA DESIGNS,Shopping,NaN
Your A/c XX8359 is debited by Rs.17446.00 on 16Mar26 towards CULT FIT - ICICI Bank,XX8359,NaN,17446.00,Debit,16Mar26,NaN,Miscellaneous,ICICI
"Dear ICICI User, your A/c X3661-credited by Rs.39532.48 on 27Nov26 transfer from BYJUS LEARNING Ref No 381951107443 -AXIS",X3661,381951107443,39532.48,Credit,27Nov26,NaN,Miscellaneous,ICICI
Dear UPI user A/C X9757 debited by 31569.00 on date 11Feb26 trf to CULT FIT Refno 839292873482 If not u? call-1800111109 - SBI,X9757,839292873482,31569.00,Debit,11Feb26,CULT FIT,Fitness,SBI
"Dear KOTAK User, your A/c X1620-credited by Rs.18054.2 on 28Feb26 transfer from NETFLIX INDIA Ref No 283342207098 -KOTAK",X1620,283342207098,18054.2,Credit,28Feb26,NaN,Miscellaneous,KOTAK
Your A/c XX6853 is debited by Rs.19152.00 on 07Feb26 towards LAKME SALON - ICICI Bank,XX6853,NaN,19152.00,Debit,07Feb26,NaN,Miscellaneous,ICICI
Transaction successful. Rs.12303.00 transferred to PURPLLE Ref No 137038902580,NaN,137038902580,12303.00,Debit,NaN,PURPLLE,Beauty,NaN
"Dear SBI User, your A/c X5425-credited by Rs.27771.6 on 25Aug26 transfer from PHONEPE PRIVATE LIMITED Ref No 143996725487 -AXIS",X5425,143996725487,27771.6,Credit,25Aug26,NaN,Miscellaneous,SBI
A/c XX3310 debited by Rs.9172.00 for VIJAY SALES on 16Jan26 UTR 104352031834,XX3310,104352031834,9172.00,Debit,16Jan26,VIJAY SALES,Recharge,NaN
"Dear PNB User, your A/c X1295-credited by Rs.45394.41 on 06Sep26 transfer from BIGBASKET ONLINE Ref No 817574378580 -HDFC",X1295,817574378580,45394.41,Credit,06Sep26,NaN,Miscellaneous,HDFC
UPI Txn Successful. Rs.37942.00 debited from A/c XX9517 towards GOLD GYM Ref 228822114521,XX9517,228822114521,37942.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear KOTAK User, your A/c X5439-credited by Rs.31115.8 on 16Nov26 transfer from CRED PAYMENTS Ref No 993640660988 -ICICI",X5439,993640660988,31115.8,Credit,16Nov26,NaN,Miscellaneous,ICICI
Rs.43578.00 debited from A/c XX3181 on 29Apr26 towards DMART READY UPI Ref 602678107901. HDFC Bank,XX3181,602678107901,43578.00,Debit,29Apr26,DMART READY,Groceries,HDFC
"Dear HDFC User, your A/c X1364-credited by Rs.23787.03 on 17Jul26 transfer from SPOTIFY INDIA Ref No 800717401615 -PNB",X1364,800717401615,23787.03,Credit,17Jul26,NaN,Miscellaneous,HDFC
"Dear KOTAK User, your A/c X4341-credited by Rs.33599.56 on 07Nov26 transfer from AMAZON PAY INDIA Ref No 350448826145 -KOTAK",X4341,350448826145,33599.56,Credit,07Nov26,NaN,Miscellaneous,KOTAK
"Dear SBI User, your A/c X7872-credited by Rs.34732.26 on 01Aug26 transfer from ANGEL ONE LIMITED Ref No 761415533221 -HDFC",X7872,761415533221,34732.26,Credit,01Aug26,NaN,Miscellaneous,SBI
Transaction successful. Rs.9970.00 transferred to OLA CABS Ref No 196468101628,NaN,196468101628,9970.00,Debit,NaN,OLA CABS,Travel,NaN
"Dear PNB User, your A/c X8480-credited by Rs.3532.49 on 27Oct26 transfer from SWIGGY LIMITED Ref No 437420571266 -KOTAK",X8480,437420571266,3532.49,Credit,27Oct26,NaN,Miscellaneous,PNB
"Dear ICICI User, your A/c X9305-credited by Rs.19733.5 on 10Feb26 transfer from ZERODHA BROKING LTD Ref No 972233395046 -PNB",X9305,972233395046,19733.5,Credit,10Feb26,NaN,Miscellaneous,ICICI
Rs.35853.00 debited from A/c XX2118 on 18Jan26 towards ZEPTO MARKETPLAC UPI Ref 653266469356. HDFC Bank,XX2118,653266469356,35853.00,Debit,18Jan26,ZEPTO MARKETPLAC,Groceries,HDFC
UPI Txn Successful. Rs.19829.00 debited from A/c XX6506 towards SWIGGY LIMITED Ref 552749385555,XX6506,552749385555,19829.00,Debit,NaN,NaN,Miscellaneous,NaN
Dear UPI user A/C X1263 debited by 4688.00 on date 07Jan26 trf to VIJAY SALES Refno 871800142286 If not u? call-1800111109 - SBI,X1263,871800142286,4688.00,Debit,07Jan26,VIJAY SALES,Recharge,SBI
A/c XX6541 debited by Rs.35478.00 for BLINKIT GROCERIES on 23Mar26 UTR 615320115164,XX6541,615320115164,35478.00,Debit,23Mar26,BLINKIT GROCERIES,Groceries,NaN
"Dear SBI User, your A/c X8833-credited by Rs.17138.08 on 20Jan26 transfer from UNACADEMY Ref No 135965412628 -ICICI",X8833,135965412628,17138.08,Credit,20Jan26,NaN,Miscellaneous,SBI
Dear UPI user A/C X1125 debited by 21768.00 on date 15Jan26 trf to DMART READY Refno 987314073236 If not u? call-1800111109 - SBI,X1125,987314073236,21768.00,Debit,15Jan26,DMART READY,Groceries,SBI
UPI Txn Successful. Rs.18447.00 debited from A/c XX6770 towards ZERODHA FUNDING Ref 283460612112,XX6770,283460612112,18447.00,Debit,NaN,NaN,Miscellaneous,NaN
Transaction successful. Rs.29673.00 transferred to GROWW ACCOUNT Ref No 248152904980,NaN,248152904980,29673.00,Debit,NaN,GROWW ACCOUNT,Finance,NaN
INR 45435.00 spent using UPI at UPSTOX Ref No 403428290916 on 23Apr26. Avl Bal XXXX,NaN,403428290916,45435.00,Debit,23Apr26,UPSTOX,Finance,NaN
UPI Txn Successful. Rs.22615.00 debited from A/c XX9069 towards SHELL INDIA Ref 767953900492,XX9069,767953900492,22615.00,Debit,NaN,NaN,Miscellaneous,NaN
Your A/c XX6724 is debited by Rs.43300.00 on 16Jun26 towards DISNEY HOTSTAR - ICICI Bank,XX6724,NaN,43300.00,Debit,16Jun26,NaN,Miscellaneous,ICICI
Payment of Rs.2035.00 successful to ZOMATO via UPI Ref 971747459400,NaN,971747459400,2035.00,Debit,NaN,ZOMATO VIA UPI,Food,NaN
Your A/c XX1782 is debited by Rs.36146.00 on 27Apr26 towards DISNEY HOTSTAR - ICICI Bank,XX1782,NaN,36146.00,Debit,27Apr26,NaN,Miscellaneous,ICICI
A/c XX2878 debited by Rs.3315.00 for AKSHAYA PATRA on 18Apr26 UTR 251071401887,XX2878,251071401887,3315.00,Debit,18Apr26,AKSHAYA PATRA,Donation,NaN
"Dear ICICI User, your A/c X2576-credited by Rs.22464.34 on 01Mar26 transfer from ZERODHA BROKING LTD Ref No 620352639021 -KOTAK",X2576,620352639021,22464.34,Credit,01Mar26,NaN,Miscellaneous,ICICI
"Dear KOTAK User, your A/c X5639-credited by Rs.45273.54 on 22Aug26 transfer from SWIGGY LIMITED Ref No 357299320347 -PNB",X5639,357299320347,45273.54,Credit,22Aug26,NaN,Miscellaneous,PNB
INR 39801.00 spent using UPI at HP PETROL PUMP Ref No 257973318678 on 24Jan26. Avl Bal XXXX,NaN,257973318678,39801.00,Debit,24Jan26,HP PETROL PUMP,Fuel,NaN
Rs.2244.00 debited from A/c XX1197 on 11May26 towards HP PETROL PUMP UPI Ref 705492166555. HDFC Bank,XX1197,705492166555,2244.00,Debit,11May26,HP PETROL PUMP,Fuel,HDFC
Payment of Rs.36765.00 successful to GOLD GYM via UPI Ref 244211824855,NaN,244211824855,36765.00,Debit,NaN,GOLD GYM VIA UPI,Recharge,NaN
Rs.2271.00 debited from A/c XX2856 on 30Jan26 towards DMART READY UPI Ref 599232384965. HDFC Bank,XX2856,599232384965,2271.00,Debit,30Jan26,DMART READY,Groceries,HDFC
"Dear KOTAK User, your A/c X8046-credited by Rs.4972.65 on 28Dec26 transfer from PAYTM PAYMENTS BANK Ref No 933061529481 -KOTAK",X8046,933061529481,4972.65,Credit,28Dec26,NaN,Miscellaneous,KOTAK
"Dear SBI User, your A/c X7386-credited by Rs.22625.62 on 06Aug26 transfer from SWIGGY LIMITED Ref No 483405134797 -PNB",X7386,483405134797,22625.62,Credit,06Aug26,NaN,Miscellaneous,SBI
"Dear KOTAK User, your A/c X7734-credited by Rs.35708.16 on 20Sep26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 865264319277 -KOTAK",X7734,865264319277,35708.16,Credit,20Sep26,NaN,Miscellaneous,KOTAK
A/c XX2234 debited by Rs.26442.00 for ZOMATO on 08Jun26 UTR 998900085472,XX2234,998900085472,26442.00,Debit,08Jun26,ZOMATO,Food,NaN
A/c XX1960 debited by Rs.17406.00 for CULT FIT on 19Feb26 UTR 899881749352,XX1960,899881749352,17406.00,Debit,19Feb26,CULT FIT,Fitness,NaN
"Dear AXIS User, your A/c X8788-credited by Rs.35382.32 on 23Jun26 transfer from FLIPKART INTERNET PVT LTD Ref No 151392356423 -AXIS",X8788,151392356423,35382.32,Credit,23Jun26,NaN,Miscellaneous,AXIS
"Dear SBI User, your A/c X9858-credited by Rs.39919.05 on 12May26 transfer from SPOTIFY INDIA Ref No 882478666332 -AXIS",X9858,882478666332,39919.05,Credit,12May26,NaN,Miscellaneous,SBI
Payment of Rs.48294.00 successful to INSTAMART via UPI Ref 815801942936,NaN,815801942936,48294.00,Debit,NaN,INSTAMART VIA UPI,Groceries,NaN
INR 34678.00 spent using UPI at ZOMATO Ref No 643360685687 on 16Jan26. Avl Bal XXXX,NaN,643360685687,34678.00,Debit,16Jan26,ZOMATO,Food,NaN
A/c XX8506 debited by Rs.40754.00 for AKSHAYA PATRA on 18May26 UTR 113003532335,XX8506,113003532335,40754.00,Debit,18May26,AKSHAYA PATRA,Donation,NaN
UPI Txn Successful. Rs.46295.00 debited from A/c XX4913 towards FLIPKART INTERNET Ref 988171784644,XX4913,988171784644,46295.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear AXIS User, your A/c X3592-credited by Rs.5891.48 on 12May26 transfer from PAYTM PAYMENTS BANK Ref No 553671767644 -ICICI",X3592,553671767644,5891.48,Credit,12May26,NaN,Miscellaneous,ICICI
Transaction successful. Rs.20250.00 transferred to NETFLIX INDIA Ref No 897708748223,NaN,897708748223,20250.00,Debit,NaN,NETFLIX INDIA,Entertainment,NaN
"Dear AXIS User, your A/c X9929-credited by Rs.25844.2 on 10Apr26 transfer from ANGEL ONE LIMITED Ref No 526582491346 -AXIS",X9929,526582491346,25844.2,Credit,10Apr26,NaN,Miscellaneous,AXIS
Your A/c XX1646 is debited by Rs.6025.00 on 12Apr26 towards ZOMATO - ICICI Bank,XX1646,NaN,6025.00,Debit,12Apr26,NaN,Miscellaneous,ICICI
UPI Txn Successful. Rs.6624.00 debited from A/c XX5611 towards SWIGGY LIMITED Ref 841041566718,XX5611,841041566718,6624.00,Debit,NaN,NaN,Miscellaneous,NaN
Payment of Rs.31662.00 successful to AIRTEL PREPAID via UPI Ref 202404159135,NaN,202404159135,31662.00,Debit,NaN,AIRTEL PREPAID VIA UPI,Recharge,NaN
"Dear AXIS User, your A/c X4865-credited by Rs.3764.3 on 25Oct26 transfer from UNACADEMY Ref No 845257513334 -SBI",X4865,845257513334,3764.3,Credit,25Oct26,NaN,Miscellaneous,SBI
Your A/c XX1482 is debited by Rs.9960.00 on 24May26 towards HP PETROL PUMP - ICICI Bank,XX1482,NaN,9960.00,Debit,24May26,NaN,Miscellaneous,ICICI
"Dear SBI User, your A/c X3113-credited by Rs.11166.04 on 12Apr26 transfer from AMAZON PAY INDIA Ref No 974414070540 -KOTAK",X3113,974414070540,11166.04,Credit,12Apr26,NaN,Miscellaneous,SBI
Payment of Rs.22886.00 successful to INSTAMART via UPI Ref 509136350945,NaN,509136350945,22886.00,Debit,NaN,INSTAMART VIA UPI,Groceries,NaN
"Dear AXIS User, your A/c X4411-credited by Rs.20315.62 on 10Oct26 transfer from FLIPKART INTERNET PVT LTD Ref No 745246394598 -SBI",X4411,745246394598,20315.62,Credit,10Oct26,NaN,Miscellaneous,SBI
Your A/c XX2910 is debited by Rs.47259.00 on 11Apr26 towards GROWW ACCOUNT - ICICI Bank,XX2910,NaN,47259.00,Debit,11Apr26,NaN,Miscellaneous,ICICI
Transaction successful. Rs.6760.00 transferred to CROMA Ref No 845542498164,NaN,845542498164,6760.00,Debit,NaN,CROMA,Electronics,NaN
"Dear ICICI User, your A/c X3314-credited by Rs.1950.03 on 04May26 transfer from NETFLIX INDIA Ref No 512498159865 -ICICI",X3314,512498159865,1950.03,Credit,04May26,NaN,Miscellaneous,ICICI
"Dear HDFC User, your A/c X2132-credited by Rs.3974.49 on 08Apr26 transfer from GROWW INVESTMENTS Ref No 798845346337 -SBI",X2132,798845346337,3974.49,Credit,08Apr26,NaN,Miscellaneous,SBI
"Dear PNB User, your A/c X3870-credited by Rs.41414.11 on 07Jul26 transfer from BLINKIT GROCERIES Ref No 771139633880 -AXIS",X3870,771139633880,41414.11,Credit,07Jul26,NaN,Miscellaneous,AXIS
"Dear ICICI User, your A/c X9435-credited by Rs.33060.8 on 25Dec26 transfer from ZERODHA BROKING LTD Ref No 372150793012 -PNB",X9435,372150793012,33060.8,Credit,25Dec26,NaN,Miscellaneous,ICICI
Transaction successful. Rs.308.00 transferred to INSTAMART Ref No 468747337578,NaN,468747337578,308.00,Debit,NaN,INSTAMART,Groceries,NaN
"Dear AXIS User, your A/c X6390-credited by Rs.32473.89 on 13Oct26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 822532105617 -KOTAK",X6390,822532105617,32473.89,Credit,13Oct26,NaN,Miscellaneous,AXIS
"Dear SBI User, your A/c X6302-credited by Rs.23738.56 on 16Jun26 transfer from PHONEPE PRIVATE LIMITED Ref No 108076667069 -ICICI",X6302,108076667069,23738.56,Credit,16Jun26,NaN,Miscellaneous,SBI
Transaction successful. Rs.27379.00 transferred to HP PETROL PUMP Ref No 712496763449,NaN,712496763449,27379.00,Debit,NaN,HP PETROL PUMP,Fuel,NaN
Transaction successful. Rs.32355.00 transferred to BIGBASKET Ref No 337897143489,NaN,337897143489,32355.00,Debit,NaN,BIGBASKET,Groceries,NaN
INR 36511.00 spent using UPI at ZEPTO MARKETPLAC Ref No 717088337168 on 02Apr26. Avl Bal XXXX,NaN,717088337168,36511.00,Debit,02Apr26,ZEPTO MARKETPLAC,Groceries,NaN
"Dear SBI User, your A/c X5933-credited by Rs.10265.81 on 01Feb26 transfer from GROWW INVESTMENTS Ref No 264458641813 -AXIS",X5933,264458641813,10265.81,Credit,01Feb26,NaN,Miscellaneous,SBI
"Dear KOTAK User, your A/c X7778-credited by Rs.9451.14 on 18May26 transfer from ZOMATO LIMITED Ref No 277719864892 -HDFC",X7778,277719864892,9451.14,Credit,18May26,LIMITED,Miscellaneous,HDFC
"Dear AXIS User, your A/c X9925-credited by Rs.11645.74 on 06May26 transfer from SPOTIFY INDIA Ref No 766003512040 -AXIS",X9925,766003512040,11645.74,Credit,06May26,NaN,Miscellaneous,AXIS
INR 15407.00 spent using UPI at HDFC LIFE INSURANCE Ref No 991021965247 on 23Jun26. Avl Bal XXXX,NaN,991021965247,15407.00,Debit,23Jun26,HDFC LIFE INSURANCE,Insurance,HDFC
Transaction successful. Rs.12933.00 transferred to MAMAEARTH INDIA Ref No 639887006049,NaN,639887006049,12933.00,Debit,NaN,MAMAEARTH INDIA,Beauty,NaN
"Dear ICICI User, your A/c X8915-credited by Rs.19700.17 on 04Oct26 transfer from AMAZON PAY INDIA Ref No 963056984609 -HDFC",X8915,963056984609,19700.17,Credit,04Oct26,NaN,Miscellaneous,HDFC
"Dear AXIS User, your A/c X9073-credited by Rs.2385.97 on 27Dec26 transfer from BYJUS LEARNING Ref No 583095017307 -ICICI",X9073,583095017307,2385.97,Credit,27Dec26,NaN,Miscellaneous,ICICI
"Dear SBI User, your A/c X2452-credited by Rs.22673.25 on 13Mar26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 370518914610 -PNB",X2452,370518914610,22673.25,Credit,13Mar26,NaN,Miscellaneous,SBI
UPI Txn Successful. Rs.44063.00 debited from A/c XX6380 towards LAKME SALON Ref 770732543555,XX6380,770732543555,44063.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear HDFC User, your A/c X7940-credited by Rs.10212.88 on 09Nov26 transfer from PHYSICS WALLAH Ref No 711966844289 -SBI",X7940,711966844289,10212.88,Credit,09Nov26,NaN,Miscellaneous,SBI
INR 43604.00 spent using UPI at HDFC LIFE INSURANCE Ref No 974141259456 on 17Jan26. Avl Bal XXXX,NaN,974141259456,43604.00,Debit,17Jan26,HDFC LIFE INSURANCE,Insurance,HDFC
INR 45139.00 spent using UPI at AKSHAYA PATRA Ref No 585562024457 on 10Jan26. Avl Bal XXXX,NaN,585562024457,45139.00,Debit,10Jan26,AKSHAYA PATRA,Donation,NaN
UPI Txn Successful. Rs.9924.00 debited from A/c XX8204 towards VIJAY SALES Ref 418302430781,XX8204,418302430781,9924.00,Debit,NaN,NaN,Miscellaneous,NaN
Payment of Rs.28746.00 successful to LANDLORD via UPI Ref 793377372058,NaN,793377372058,28746.00,Debit,NaN,LANDLORD VIA UPI,Recharge,NaN
INR 35018.00 spent using UPI at LIC PREMIUM Ref No 420491493054 on 12Jan26. Avl Bal XXXX,NaN,420491493054,35018.00,Debit,12Jan26,LIC PREMIUM,Insurance,NaN
Dear UPI user A/C X4630 debited by 7252.00 on date 03Jan26 trf to BIGBASKET Refno 577266762248 If not u? call-1800111109 - SBI,X4630,577266762248,7252.00,Debit,03Jan26,BIGBASKET,Groceries,SBI
"Dear KOTAK User, your A/c X1356-credited by Rs.37006.16 on 17May26 transfer from ZOMATO LIMITED Ref No 299946540975 -AXIS",X1356,299946540975,37006.16,Credit,17May26,LIMITED,Miscellaneous,AXIS
"Dear SBI User, your A/c X3429-credited by Rs.6997.79 on 13Sep26 transfer from NETFLIX INDIA Ref No 986948442071 -AXIS",X3429,986948442071,6997.79,Credit,13Sep26,NaN,Miscellaneous,SBI
"Dear PNB User, your A/c X1502-credited by Rs.5254.24 on 27Sep26 transfer from AMAZON PAY INDIA Ref No 892780265216 -AXIS",X1502,892780265216,5254.24,Credit,27Sep26,NaN,Miscellaneous,AXIS
UPI Txn Successful. Rs.20161.00 debited from A/c XX7492 towards NETFLIX INDIA Ref 268423597387,XX7492,268423597387,20161.00,Debit,NaN,NaN,Miscellaneous,NaN
Dear UPI user A/C X2310 debited by 2852.00 on date 21Apr26 trf to NETFLIX INDIA Refno 637009861650 If not u? call-1800111109 - SBI,X2310,637009861650,2852.00,Debit,21Apr26,NETFLIX INDIA,Entertainment,SBI
Transaction successful. Rs.30784.00 transferred to GOLD GYM Ref No 596995336013,NaN,596995336013,30784.00,Debit,NaN,GOLD GYM,Fitness,NaN
"Dear PNB User, your A/c X9799-credited by Rs.7613.0 on 14Apr26 transfer from SWIGGY LIMITED Ref No 643920509679 -HDFC",X9799,643920509679,7613.0,Credit,14Apr26,NaN,Miscellaneous,HDFC
"Dear AXIS User, your A/c X2763-credited by Rs.20698.0 on 03Aug26 transfer from PHYSICS WALLAH Ref No 809320394015 -HDFC",X2763,809320394015,20698.0,Credit,03Aug26,NaN,Miscellaneous,HDFC
Your A/c XX1717 is debited by Rs.49628.00 on 27Mar26 towards NETFLIX INDIA - ICICI Bank,XX1717,NaN,49628.00,Debit,27Mar26,NaN,Miscellaneous,ICICI
Rs.24341.00 debited from A/c XX4128 on 19Feb26 towards SPOTIFY INDIA UPI Ref 407009006488. HDFC Bank,XX4128,407009006488,24341.00,Debit,19Feb26,SPOTIFY INDIA,Entertainment,HDFC
"Dear HDFC User, your A/c X4453-credited by Rs.13979.79 on 24May26 transfer from CRED PAYMENTS Ref No 780188073337 -KOTAK",X4453,780188073337,13979.79,Credit,24May26,NaN,Miscellaneous,HDFC
UPI Txn Successful. Rs.27445.00 debited from A/c XX6633 towards HDFC LIFE INSURANCE Ref 129454898185,XX6633,129454898185,27445.00,Debit,NaN,NaN,Miscellaneous,HDFC
"Dear ICICI User, your A/c X1981-credited by Rs.16198.7 on 26Jun26 transfer from CRED PAYMENTS Ref No 869813690665 -ICICI",X1981,869813690665,16198.7,Credit,26Jun26,NaN,Miscellaneous,ICICI
"Dear SBI User, your A/c X3007-credited by Rs.1457.19 on 26Sep26 transfer from PHONEPE PRIVATE LIMITED Ref No 114911888663 -HDFC",X3007,114911888663,1457.19,Credit,26Sep26,NaN,Miscellaneous,SBI
"Dear PNB User, your A/c X2556-credited by Rs.27233.09 on 12Mar26 transfer from FLIPKART INTERNET PVT LTD Ref No 177956817936 -AXIS",X2556,177956817936,27233.09,Credit,12Mar26,NaN,Miscellaneous,AXIS
"Dear ICICI User, your A/c X9223-credited by Rs.28866.0 on 19Feb26 transfer from BYJUS LEARNING Ref No 229282662823 -HDFC",X9223,229282662823,28866.0,Credit,19Feb26,NaN,Miscellaneous,HDFC
UPI Txn Successful. Rs.47902.00 debited from A/c XX9050 towards COURSERA LEARNING Ref 684644967570,XX9050,684644967570,47902.00,Debit,NaN,NaN,Miscellaneous,NaN
Your A/c XX9039 is debited by Rs.5634.00 on 29Mar26 towards RELIANCE DIGITAL - ICICI Bank,XX9039,NaN,5634.00,Debit,29Mar26,NaN,Miscellaneous,ICICI
"Dear ICICI User, your A/c X9379-credited by Rs.1987.74 on 16Dec26 transfer from PHYSICS WALLAH Ref No 418575512584 -AXIS",X9379,418575512584,1987.74,Credit,16Dec26,NaN,Miscellaneous,ICICI
"Dear SBI User, your A/c X2865-credited by Rs.10341.22 on 23Aug26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 999714738593 -ICICI",X2865,999714738593,10341.22,Credit,23Aug26,NaN,Miscellaneous,SBI
"Dear AXIS User, your A/c X6743-credited by Rs.36976.42 on 19Feb26 transfer from GROWW INVESTMENTS Ref No 396990009328 -AXIS",X6743,396990009328,36976.42,Credit,19Feb26,NaN,Miscellaneous,AXIS
Your A/c XX5042 is debited by Rs.41231.00 on 11Jun26 towards PURPLLE - ICICI Bank,XX5042,NaN,41231.00,Debit,11Jun26,NaN,Miscellaneous,ICICI
Your A/c XX7570 is debited by Rs.15059.00 on 17Jun26 towards Priya Singh - ICICI Bank,XX7570,NaN,15059.00,Debit,17Jun26,NaN,Miscellaneous,ICICI
Your A/c XX1077 is debited by Rs.3311.00 on 13Apr26 towards DISNEY HOTSTAR - ICICI Bank,XX1077,NaN,3311.00,Debit,13Apr26,NaN,Miscellaneous,ICICI
"Dear SBI User, your A/c X2089-credited by Rs.16712.6 on 23Apr26 transfer from PAYTM PAYMENTS BANK Ref No 401808228943 -ICICI",X2089,401808228943,16712.6,Credit,23Apr26,NaN,Miscellaneous,SBI
Transaction successful. Rs.20564.00 transferred to PHYSICS WALLAH Ref No 521916597049,NaN,521916597049,20564.00,Debit,NaN,PHYSICS WALLAH,Education,NaN
"Dear PNB User, your A/c X3115-credited by Rs.36396.44 on 18Aug26 transfer from BYJUS LEARNING Ref No 484830602103 -PNB",X3115,484830602103,36396.44,Credit,18Aug26,NaN,Miscellaneous,PNB
"Dear AXIS User, your A/c X1760-credited by Rs.13766.37 on 19Apr26 transfer from PAYTM PAYMENTS BANK Ref No 938315472674 -AXIS",X1760,938315472674,13766.37,Credit,19Apr26,NaN,Miscellaneous,AXIS
"Dear HDFC User, your A/c X7623-credited by Rs.14924.39 on 25Feb26 transfer from CRED PAYMENTS Ref No 104389927466 -PNB",X7623,104389927466,14924.39,Credit,25Feb26,NaN,Miscellaneous,HDFC
Transaction successful. Rs.14019.00 transferred to SWIGGY LIMITED Ref No 825725765255,NaN,825725765255,14019.00,Debit,NaN,SWIGGY LIMITED,Food,NaN
"Dear PNB User, your A/c X1626-credited by Rs.48183.76 on 25Jun26 transfer from GROWW INVESTMENTS Ref No 780954957016 -KOTAK",X1626,780954957016,48183.76,Credit,25Jun26,NaN,Miscellaneous,PNB
Payment of Rs.20899.00 successful to FLIPKART INTERNET via UPI Ref 128705484587,NaN,128705484587,20899.00,Debit,NaN,FLIPKART INTERNET VIA UPI,Shopping,NaN
